"year","hname","aname","hgoals","agoals","hPossesion","aPossesion","hshotsOnTarget","ashotsOnTarget","hshots","ashots","hyellowCards","ayellowCards","hredCards","aredCards","hfouls","afouls","hsaves","asaves"
"2016","Greece","Bosnia and Herzegovina","1","1","47","53","5","4","8","11","4","6","1","1","13","18","3","4"
"2016","Portugal","Latvia","4","1","75","25","9","2","25","6","1","4","0","0","7","23","1","5"
"2017","Georgia","Serbia","1","3","49","51","4","3","11","10","2","0","0","0","16","15","0","3"
"2017","Turkey","Finland","2","0","45","55","2","1","9","8","1","5","0","0","8","21","1","0"
"2017","Austria","Moldova","2","0","63","37","7","0","19","6","2","3","0","0","14","13","0","5"
"2017","Croatia","Ukraine","1","0","45","55","4","5","13","10","0","1","0","0","16","14","5","3"
"2017","Italy","Albania","2","0","58","42","5","1","16","11","0","5","0","0","14","15","1","3"
"2017","Kosovo","Iceland","1","2","59","41","4","6","11","11","3","1","0","0","17","12","4","3"
"2017","Liechtenstein","North Macedonia","0","3","23","77","0","6","6","19","2","1","0","0","16","7","3","0"
"2017","Republic of Ireland","Wales","0","0","42","58","1","2","13","8","2","2","0","1","12","11","2","1"
"2017","Spain","Israel","4","1","76","24","6","3","16","8","0","1","0","0","8","13","2","2"
"2017","Andorra","Faroe Islands","0","0","32","68","1","3","9","11","5","1","0","1","19","14","3","1"
"2017","Bosnia and Herzegovina","Gibraltar","5","0","79","21","8","1","31","2","1","0","0","0","9","6","1","3"
"2017","Cyprus","Estonia","0","0","60","40","2","3","14","10","1","1","0","0","9","12","3","2"
"2017","Sweden","Belarus","4","0","60","40","7","1","16","5","0","1","0","0","9","13","1","3"
"2017","Belgium","Greece","1","1","71","29","5","1","17","2","4","2","0","2","19","15","0","4"
"2017","Portugal","Hungary","3","0","57","43","5","1","15","6","0","3","0","0","13","12","1","2"
"2017","Armenia","Kazakhstan","2","0","51","49","3","1","14","8","3","2","0","1","14","19","1","1"
"2017","Azerbaijan","Germany","1","4","37","63","1","6","5","20","0","2","0","0","9","11","2","0"
"2017","England","Lithuania","2","0","72","28","9","2","21","4","1","2","0","0","9","14","2","7"
"2017","San Marino","Czech Republic","0","6","16","84","2","10","3","22","4","0","0","0","9","6","4","2"
"2017","Malta","Slovakia","1","3","33","67","2","4","5","10","1","2","1","1","17","23","1","1"
"2017","Montenegro","Poland","1","2","35","65","2","5","11","8","4","1","0","0","16","10","3","1"
"2017","Northern Ireland","Norway","2","0","43","57","3","4","10","7","1","1","0","0","6","12","4","1"
"2017","Romania","Denmark","0","0","40","60","2","2","10","15","1","2","0","0","12","14","2","2"
"2017","Scotland","Slovenia","1","0","61","39","6","1","16","4","0","5","0","0","13","15","1","5"
"2017","Andorra","Hungary","1","0","26","74","5","7","8","13","6","1","0","0","23","20","7","4"
"2017","Belarus","Bulgaria","2","1","34","66","4","6","9","19","3","2","0","0","24","9","5","2"
"2017","Bosnia and Herzegovina","Greece","0","0","51","49","6","0","13","10","4","3","0","0","18","11","0","6"
"2017","Estonia","Belgium","0","2","24","76","0","10","3","27","1","0","1","0","8","7","8","0"
"2017","Faroe Islands","Switzerland","0","2","28","72","0","5","3","22","2","0","0","0","12","4","3","0"
"2017","Gibraltar","Cyprus","1","2","33","67","4","3","13","9","3","3","0","0","14","6","2","3"
"2017","Latvia","Portugal","0","3","30","70","1","9","5","20","2","2","0","0","9","13","6","1"
"2017","Netherlands","Luxembourg","5","0","69","31","10","4","17","9","1","4","0","0","12","19","4","5"
"2017","Sweden","France","2","1","44","56","3","6","7","15","0","1","0","0","7","12","5","1"
"2017","Azerbaijan","Northern Ireland","0","1","67","33","2","2","9","6","3","2","0","0","12","9","1","2"
"2017","Kazakhstan","Denmark","1","3","47","53","2","6","18","15","2","0","1","0","12","10","3","1"
"2017","Scotland","England","2","2","39","61","3","9","8","16","1","2","0","0","7","9","7","1"
"2017","Slovenia","Malta","2","0","72","28","8","1","23","3","1","4","0","0","9","13","1","6"
"2017","Germany","San Marino","7","0","83","17","9","0","27","0","0","3","0","0","9","17","0","2"
"2017","Lithuania","Slovakia","1","2","43","57","3","2","12","9","3","3","0","0","13","11","0","2"
"2017","Montenegro","Armenia","4","1","38","62","5","8","13","14","0","2","0","0","15","14","7","1"
"2017","Norway","Czech Republic","1","1","52","48","6","4","20","11","1","3","0","0","7","15","3","5"
"2017","Poland","Romania","3","1","58","42","4","2","9","11","0","1","0","0","11","10","1","1"
"2017","Finland","Ukraine","1","2","52","48","1","6","9","12","2","4","0","0","12","13","4","0"
"2017","Moldova","Georgia","2","2","36","64","5","7","8","22","1","2","0","0","22","12","5","3"
"2017","Republic of Ireland","Austria","1","1","54","46","2","3","15","10","2","0","0","0","13","9","2","1"
"2017","Iceland","Croatia","1","0","41","59","2","1","10","8","0","0","0","0","8","12","1","1"
"2017","Israel","Albania","0","3","58","42","7","5","18","7","0","1","0","0","9","9","2","7"
"2017","Italy","Liechtenstein","5","0","71","29","13","0","37","4","0","1","0","0","12","6","0","8"
"2017","Kosovo","Turkey","1","4","41","59","1","5","5","8","1","1","1","0","19","16","1","0"
"2017","North Macedonia","Spain","1","2","23","77","1","6","5","19","5","2","0","0","18","18","4","0"
"2017","Serbia","Wales","1","1","57","43","1","2","16","8","3","2","0","0","12","14","1","0"
"2017","Belgium","Gibraltar","9","0","78","22","20","1","38","4","0","1","1","1","3","12","1","11"
"2017","Bulgaria","Sweden","3","2","41","59","6","8","8","12","4","1","0","0","13","12","6","3"
"2017","Cyprus","Bosnia and Herzegovina","3","2","47","53","4","6","15","9","2","2","0","0","15","12","4","1"
"2017","France","Netherlands","4","0","61","39","12","1","20","5","3","0","0","1","10","12","1","8"
"2017","Greece","Estonia","0","0","67","33","4","0","10","1","1","2","0","0","6","15","0","4"
"2017","Hungary","Latvia","3","1","58","42","7","3","22","6","3","4","0","0","8","20","2","4"
"2017","Luxembourg","Belarus","1","0","41","59","3","3","10","14","2","3","0","0","15","16","3","2"
"2017","Portugal","Faroe Islands","5","1","76","24","11","4","25","6","1","0","0","0","6","8","3","6"
"2017","Switzerland","Andorra","3","0","75","25","10","1","30","6","0","3","0","0","15","14","1","7"
"2017","Kazakhstan","Montenegro","0","3","58","42","3","6","17","11","3","1","0","0","19","10","3","3"
"2017","Czech Republic","Germany","1","2","24","76","5","5","17","11","2","2","0","0","19","9","3","4"
"2017","Denmark","Poland","4","0","50","50","6","1","14","11","0","1","0","0","12","9","1","2"
"2017","Lithuania","Scotland","0","3","44","56","3","7","8","23","1","1","0","0","15","16","4","3"
"2017","Malta","England","0","4","27","73","0","8","4","15","0","0","0","0","11","12","4","0"
"2017","Norway","Azerbaijan","2","0","51","49","2","2","13","9","0","2","0","1","8","13","2","1"
"2017","Romania","Armenia","1","0","62","38","6","1","27","8","3","1","0","1","11","16","1","5"
"2017","San Marino","Northern Ireland","0","3","22","78","0","9","1","31","4","0","0","0","14","10","6","0"
"2017","Slovakia","Slovenia","1","0","65","35","6","0","16","6","1","1","0","0","12","16","0","6"
"2017","Albania","Liechtenstein","2","0","68","32","5","0","14","2","0","4","0","0","14","12","0","3"
"2017","Finland","Iceland","1","0","44","56","6","3","11","15","4","4","0","1","17","20","3","5"
"2017","Georgia","Republic of Ireland","1","1","74","26","1","6","12","11","2","1","0","0","10","14","5","0"
"2017","Serbia","Moldova","3","0","59","41","9","4","20","6","0","0","0","0","8","18","4","6"
"2017","Israel","North Macedonia","0","1","67","33","5","3","7","9","0","2","0","0","10","7","2","5"
"2017","Spain","Italy","3","0","55","45","4","4","12","8","0","2","0","0","14","10","4","1"
"2017","Ukraine","Turkey","2","0","52","48","6","1","15","3","1","1","0","0","7","7","1","4"
"2017","Wales","Austria","1","0","48","52","3","1","16","10","1","2","0","0","14","22","1","2"
"2017","Croatia","Kosovo","1","0","70","30","2","0","13","7","1","2","0","0","6","15","0","1"
"2017","Belarus","Sweden","0","4","44","56","2","6","8","15","2","1","0","0","15","15","1","2"
"2017","Estonia","Cyprus","1","0","57","43","2","1","8","4","1","1","0","0","21","9","1","1"
"2017","France","Luxembourg","0","0","76","24","9","1","34","3","1","3","0","0","8","13","1","9"
"2017","Greece","Belgium","1","2","34","66","3","5","7","10","1","4","0","0","7","16","3","2"
"2017","Hungary","Portugal","0","1","27","73","1","4","8","24","4","1","1","0","14","7","3","1"
"2017","Latvia","Switzerland","0","3","32","68","1","7","4","22","5","0","0","0","20","12","4","1"
"2017","Armenia","Denmark","1","4","44","56","3","7","7","14","3","1","0","0","7","12","3","2"
"2017","Azerbaijan","San Marino","5","1","79","21","8","1","22","4","0","0","0","0","9","11","0","4"
"2017","England","Slovakia","2","1","46","54","10","2","23","5","1","1","0","0","15","9","1","8"
"2017","Germany","Norway","6","0","74","26","10","1","28","8","0","2","0","0","4","8","1","4"
"2017","Montenegro","Romania","1","0","47","53","4","1","17","10","3","2","0","0","9","18","1","3"
"2017","Northern Ireland","Czech Republic","2","0","23","77","2","1","5","11","1","2","0","0","6","8","1","0"
"2017","Poland","Kazakhstan","3","0","60","40","5","1","20","8","0","4","0","0","7","19","1","2"
"2017","Scotland","Malta","2","0","70","30","10","1","25","5","0","1","0","0","12","5","1","8"
"2017","Slovenia","Lithuania","4","0","57","43","10","3","22","6","2","4","0","0","15","23","3","6"
"2017","Austria","Georgia","1","1","59","41","3","4","19","10","2","1","0","0","9","12","3","2"
"2017","Iceland","Ukraine","2","0","37","63","3","5","11","13","2","3","0","0","10","9","5","1"
"2017","Italy","Israel","1","0","71","29","6","2","26","6","1","1","0","0","8","7","2","5"
"2017","Kosovo","Finland","0","1","49","51","2","2","12","10","3","3","0","0","11","14","1","2"
"2017","Liechtenstein","Spain","0","8","20","80","1","13","1","28","1","1","0","0","7","8","6","1"
"2017","Moldova","Wales","0","2","28","72","2","8","6","28","3","2","0","0","11","9","6","2"
"2017","North Macedonia","Albania","1","1","57","43","9","2","21","5","2","4","0","0","13","23","1","8"
"2017","Republic of Ireland","Serbia","0","1","49","51","3","3","17","8","2","2","0","1","19","15","2","3"
"2017","Turkey","Croatia","1","0","47","53","2","3","8","12","2","4","0","0","9","12","3","1"
"2017","Armenia","Poland","1","6","46","54","2","10","9","14","1","0","0","0","16","10","4","1"
"2017","Azerbaijan","Czech Republic","1","2","47","53","3","13","4","28","0","3","0","0","7","21","11","2"
"2017","England","Slovenia","1","0","67","33","5","1","17","5","1","5","0","0","11","17","1","4"
"2017","Malta","Lithuania","1","1","43","57","3","4","4","15","1","2","0","0","11","17","3","2"
"2017","Montenegro","Denmark","0","1","48","52","1","5","11","9","4","1","0","0","15","14","4","1"
"2017","Northern Ireland","Germany","1","3","26","74","3","6","8","12","0","0","0","0","6","9","3","2"
"2017","Romania","Kazakhstan","3","1","62","38","8","5","18","12","3","4","0","0","17","16","4","5"
"2017","San Marino","Norway","0","8","24","76","0","18","1","26","4","0","0","0","13","11","10","0"
"2017","Scotland","Slovakia","1","0","50","50","7","2","20","10","2","2","0","1","12","13","2","7"
"2017","Georgia","Wales","0","1","58","42","1","3","6","10","0","1","0","0","8","10","2","1"
"2017","Austria","Serbia","3","2","52","48","8","4","21","8","5","0","0","0","16","8","2","5"
"2017","Croatia","Finland","1","1","60","40","5","2","20","11","1","1","0","0","9","11","1","4"
"2017","Italy","North Macedonia","1","1","57","43","3","3","9","7","1","2","0","0","12","12","2","2"
"2017","Kosovo","Ukraine","0","2","32","68","3","8","7","14","2","2","0","0","14","14","7","3"
"2017","Liechtenstein","Israel","0","1","30","70","0","9","5","17","3","0","0","0","15","11","8","0"
"2017","Republic of Ireland","Moldova","2","0","43","57","3","3","14","10","1","1","0","1","9","12","3","1"
"2017","Spain","Albania","3","0","64","36","6","2","28","14","2","5","0","0","16","15","2","3"
"2017","Turkey","Iceland","0","3","75","25","2","8","9","16","3","1","0","0","14","9","5","2"
"2017","Bosnia and Herzegovina","Belgium","3","4","35","65","6","11","15","22","3","3","0","0","15","11","7","3"
"2017","Faroe Islands","Latvia","0","0","61","39","2","4","17","13","1","3","0","0","10","20","4","2"
"2017","Gibraltar","Estonia","0","6","49","51","1","7","6","16","2","2","0","0","10","13","1","1"
"2017","Sweden","Luxembourg","8","0","59","41","14","2","22","5","0","1","0","0","12","9","2","6"
"2017","Andorra","Portugal","0","2","20","80","0","6","1","20","4","0","0","0","23","9","4","0"
"2017","Belarus","Netherlands","1","3","41","59","5","9","14","23","4","2","0","0","14","12","6","4"
"2017","Bulgaria","France","0","1","46","54","2","2","7","10","4","1","0","0","19","16","1","2"
"2017","Cyprus","Greece","1","2","62","38","4","6","8","12","1","4","0","0","12","16","4","3"
"2017","Switzerland","Hungary","5","2","66","34","11","6","26","9","0","2","0","0","5","10","4","6"
"2017","Denmark","Romania","1","1","66","34","2","2","14","8","1","4","0","1","12","15","1","1"
"2017","Kazakhstan","Armenia","1","1","58","42","4","7","12","17","3","1","0","0","19","13","6","3"
"2017","Lithuania","England","0","1","29","71","2","4","9","20","1","0","0","0","8","9","3","2"
"2017","Poland","Montenegro","4","2","54","46","4","3","10","10","0","3","0","0","8","10","1","1"
"2017","Slovakia","Malta","3","0","72","28","7","0","16","2","2","4","0","0","15","16","0","4"
"2017","Slovenia","Scotland","2","2","67","33","8","5","20","13","3","4","1","0","18","7","3","6"
"2017","Czech Republic","San Marino","5","0","77","23","14","1","33","4","0","1","0","0","15","6","1","9"
"2017","Germany","Azerbaijan","5","1","70","30","9","3","22","7","0","1","0","0","5","4","2","4"
"2017","Norway","Northern Ireland","1","0","56","44","3","4","15","10","0","1","0","0","12","7","4","3"
"2017","Albania","Italy","0","1","40","60","4","6","11","19","1","1","0","0","11","10","5","4"
"2017","Finland","Turkey","2","2","40","60","5","5","17","11","1","3","0","0","11","10","3","3"
"2017","Iceland","Kosovo","2","0","40","60","6","1","10","9","0","3","0","0","15","8","1","4"
"2017","Israel","Spain","0","1","34","66","1","6","8","14","1","0","0","0","10","5","5","1"
"2017","Moldova","Austria","0","1","31","69","0","2","4","12","3","1","1","0","26","15","1","0"
"2017","North Macedonia","Liechtenstein","4","0","74","26","8","0","14","3","1","3","0","0","10","18","0","4"
"2017","Serbia","Georgia","1","0","49","51","5","3","17","7","3","2","0","0","13","17","3","4"
"2017","Ukraine","Croatia","0","2","50","50","2","2","8","7","2","0","0","0","13","7","0","2"
"2017","Wales","Republic of Ireland","0","1","71","29","4","2","16","8","1","5","0","0","12","12","1","4"
"2017","Belgium","Cyprus","4","0","55","45","7","0","16","3","0","1","0","0","6","10","0","3"
"2017","Estonia","Bosnia and Herzegovina","1","2","34","66","4","5","11","8","2","2","0","0","10","9","3","3"
"2017","France","Belarus","2","1","64","36","6","3","13","12","1","3","0","0","12","13","2","4"
"2017","Greece","Gibraltar","4","0","73","27","8","1","21","5","0","0","0","0","7","13","1","4"
"2017","Hungary","Faroe Islands","1","0","64","36","5","2","21","7","1","4","0","0","14","14","2","4"
"2017","Latvia","Andorra","4","0","76","24","6","0","13","4","2","2","0","0","22","12","0","2"
"2017","Luxembourg","Bulgaria","1","1","31","69","3","5","16","14","1","4","0","0","14","13","4","2"
"2017","Netherlands","Sweden","2","0","69","31","8","2","21","5","1","1","0","0","9","12","2","6"
"2017","Portugal","Switzerland","2","0","51","49","4","1","9","6","1","2","0","0","15","21","1","3"
"2017","Croatia","Greece","4","1","59","41","9","3","17","7","0","3","0","0","8","11","2","5"
"2017","Northern Ireland","Switzerland","0","1","36","64","0","2","5","16","1","1","0","0","17","15","1","0"
"2017","Sweden","Italy","1","0","37","63","2","1","8","10","1","1","0","0","13","10","1","1"
"2017","Denmark","Republic of Ireland","0","0","72","28","5","2","14","8","0","0","0","0","15","9","2","5"
"2017","Switzerland","Northern Ireland","0","0","52","48","4","5","18","12","1","2","0","0","8","15","5","4"
"2017","Greece","Croatia","0","0","64","36","1","0","8","6","1","0","0","0","13","18","0","1"
"2017","Italy","Sweden","0","0","76","24","6","1","27","4","4","5","0","0","17","16","1","6"
"2017","Republic of Ireland","Denmark","1","5","41","59","2","10","11","18","0","0","0","0","12","7","5","1"
"2021","Turkey","Netherlands","4","2","34","66","5","9","8","20","5","1","0","0","18","12","7","1"
"2021","Belgium","Wales","3","1","75","25","4","1","12","4","1","0","0","0","12","3","0","1"
"2021","Cyprus","Slovakia","0","0","40","60","4","3","11","7","2","0","0","0","16","20","3","4"
"2021","Estonia","Czech Republic","2","6","24","76","3","8","6","20","0","0","0","0","10","14","2","1"
"2021","Finland","Bosnia and Herzegovina","2","2","44","56","7","7","12","19","3","0","0","0","11","10","5","5"
"2021","France","Ukraine","1","1","63","37","3","1","18","3","1","0","0","0","17","3","0","2"
"2021","Gibraltar","Norway","0","3","16","84","0","14","1","29","3","1","0","0","15","16","12","0"
"2021","Latvia","Montenegro","1","2","38","62","6","7","12","27","4","1","0","0","18","13","4","3"
"2021","Malta","Russia","1","3","45","55","5","4","9","11","1","1","0","0","13","10","1","4"
"2021","Portugal","Azerbaijan","1","0","66","34","14","0","29","4","1","1","0","0","9","11","0","14"
"2021","Serbia","Republic of Ireland","3","2","56","44","4","2","14","6","1","0","0","0","11","18","0","1"
"2021","Slovenia","Croatia","1","0","31","69","4","3","8","11","2","5","0","0","11","15","3","3"
"2021","Bulgaria","Switzerland","1","3","30","70","2","5","7","13","1","1","0","0","13","18","2","1"
"2021","Israel","Denmark","0","2","50","50","2","7","14","14","2","2","0","0","9","10","5","2"
"2021","Andorra","Albania","0","1","26","74","1","4","2","14","3","5","0","0","25","13","3","1"
"2021","England","San Marino","5","0","85","15","15","0","32","2","1","0","0","0","8","6","0","10"
"2021","Germany","Iceland","3","0","81","19","5","2","15","8","1","2","0","0","8","11","2","2"
"2021","Hungary","Poland","3","3","36","64","4","3","10","10","3","2","1","0","20","14","0","1"
"2021","Italy","Northern Ireland","2","0","66","34","5","3","12","8","0","2","0","0","8","12","3","3"
"2021","Liechtenstein","Armenia","0","1","31","69","0","5","0","26","2","3","0","0","13","12","5","0"
"2021","Moldova","Faroe Islands","1","1","42","58","3","4","8","12","3","3","0","0","15","21","2","2"
"2021","Romania","North Macedonia","3","2","46","54","11","4","18","14","3","4","0","0","21","10","2","8"
"2021","Scotland","Austria","2","2","40","60","4","5","13","10","4","3","0","0","14","16","3","2"
"2021","Spain","Greece","1","1","80","20","2","1","9","1","1","2","0","0","15","10","0","1"
"2021","Sweden","Georgia","1","0","55","45","4","3","10","8","3","1","0","0","19","9","3","3"
"2021","Montenegro","Gibraltar","4","1","77","23","13","1","31","2","1","3","0","0","12","14","0","9"
"2021","Russia","Slovenia","2","1","44","56","4","3","9","11","3","2","0","0","16","11","2","2"
"2021","Belarus","Estonia","4","2","64","36","5","4","11","10","3","4","0","1","16","27","2","1"
"2021","Croatia","Cyprus","1","0","69","31","3","2","17","3","3","0","0","0","12","7","2","2"
"2021","Netherlands","Latvia","2","0","76","24","11","0","36","4","2","2","0","0","5","11","0","8"
"2021","Norway","Turkey","0","3","58","42","1","3","13","10","2","1","1","0","14","13","0","1"
"2021","Czech Republic","Belgium","1","1","37","63","6","4","14","9","1","2","0","0","11","12","3","4"
"2021","Republic of Ireland","Luxembourg","0","1","63","37","3","4","11","9","2","3","0","0","16","16","3","3"
"2021","Serbia","Portugal","2","2","44","56","5","5","16","12","2","3","1","0","16","12","1","3"
"2021","Slovakia","Malta","2","2","66","34","5","4","14","9","2","2","0","0","13","17","2","1"
"2021","Kazakhstan","France","0","2","37","63","1","9","4","15","0","1","0","0","13","17","7","1"
"2021","Albania","England","0","2","29","71","0","4","2","9","3","2","0","0","13","12","2","0"
"2021","Armenia","Iceland","2","0","40","60","6","2","12","14","2","3","0","0","15","8","2","4"
"2021","Denmark","Moldova","8","0","75","25","11","2","18","4","0","1","0","0","14","7","2","3"
"2021","Georgia","Spain","1","2","21","79","2","3","5","9","1","2","1","0","12","8","1","1"
"2021","Austria","Faroe Islands","3","1","71","29","8","4","27","9","1","1","0","0","10","7","3","5"
"2021","Bulgaria","Italy","0","2","32","68","1","6","3","22","3","2","0","0","14","18","4","1"
"2021","Israel","Scotland","1","1","55","45","3","3","14","13","1","1","0","0","17","15","2","2"
"2021","Kosovo","Sweden","0","3","50","50","0","8","7","20","4","1","1","0","9","12","5","0"
"2021","North Macedonia","Liechtenstein","5","0","75","25","11","1","21","2","1","5","0","0","6","21","1","6"
"2021","Poland","Andorra","3","0","85","15","6","0","26","1","0","2","0","0","8","22","0","2"
"2021","Romania","Germany","0","1","34","66","2","9","9","18","1","1","0","0","10","11","8","2"
"2021","San Marino","Hungary","0","3","19","81","0","10","1","23","4","2","0","0","17","14","7","0"
"2021","Switzerland","Lithuania","1","0","69","31","9","1","21","4","0","1","0","0","8","8","1","8"
"2021","Ukraine","Finland","1","1","61","39","4","1","17","7","3","2","1","0","10","10","0","3"
"2021","Azerbaijan","Serbia","1","2","33","67","2","7","8","18","1","2","0","0","19","14","5","1"
"2021","Cyprus","Slovenia","1","0","38","62","3","3","7","9","0","2","0","0","10","15","3","2"
"2021","Belgium","Belarus","8","0","68","32","15","0","21","4","0","0","0","0","8","8","0","7"
"2021","Croatia","Malta","3","0","67","33","6","1","17","2","2","0","0","0","11","12","1","3"
"2021","Gibraltar","Netherlands","0","7","20","80","0","16","0","35","2","2","0","0","13","11","9","0"
"2021","Luxembourg","Portugal","1","3","43","57","1","11","6","20","0","3","1","0","9","15","8","0"
"2021","Montenegro","Norway","0","1","42","58","4","1","13","10","0","2","0","0","13","14","0","4"
"2021","Slovakia","Russia","2","1","38","62","3","3","7","10","1","2","0","0","8","14","2","1"
"2021","Turkey","Latvia","3","3","64","36","8","4","17","10","3","3","0","0","16","16","1","5"
"2021","Wales","Czech Republic","1","0","44","56","3","3","8","11","1","1","1","1","18","16","3","2"
"2021","Armenia","Romania","3","2","34","66","8","7","16","14","3","4","0","1","10","15","5","5"
"2021","Andorra","Hungary","1","4","24","76","3","5","4","16","4","2","0","0","20","9","1","2"
"2021","Austria","Denmark","0","4","52","48","0","6","5","11","0","1","0","0","12","11","1","0"
"2021","Bosnia and Herzegovina","France","0","1","44","56","2","2","4","13","3","3","0","0","12","10","1","2"
"2021","England","Poland","2","1","63","37","4","1","10","4","0","1","0","0","11","17","0","2"
"2021","Germany","North Macedonia","1","2","69","31","2","3","11","6","5","3","0","0","14","14","1","1"
"2021","Greece","Georgia","1","1","55","45","2","4","6","9","4","3","0","0","18","13","3","2"
"2021","Liechtenstein","Iceland","1","4","31","69","3","11","3","26","0","0","0","0","10","10","7","2"
"2021","Lithuania","Italy","0","2","34","66","2","11","7","29","3","3","0","0","14","13","9","2"
"2021","Moldova","Israel","1","4","26","74","4","8","12","20","4","2","1","0","14","5","4","3"
"2021","Northern Ireland","Bulgaria","0","0","70","30","3","1","14","3","3","3","0","0","17","17","1","3"
"2021","San Marino","Albania","0","2","21","79","1","5","4","26","2","0","0","0","10","15","3","1"
"2021","Scotland","Faroe Islands","4","0","65","35","6","2","12","7","1","1","0","0","9","13","2","3"
"2021","Spain","Kosovo","3","1","81","19","11","1","24","3","0","1","0","0","9","10","0","8"
"2021","Ukraine","Kazakhstan","1","1","71","29","10","2","28","5","2","6","0","0","7","14","1","9"
"2007","Uruguay","Bolivia","5","0","0","0","5","5","11","7","0","2","0","1","5","10","5","5"
"2007","Argentina","Chile","2","0","0","0","1","2","9","4","1","6","0","1","7","19","2","1"
"2007","Ecuador","Venezuela","0","1","0","0","4","3","12","7","1","2","0","0","11","9","3","4"
"2007","Peru","Paraguay","0","0","0","0","0","4","4","12","0","2","0","0","9","10","4","0"
"2007","Colombia","Brazil","0","0","0","0","6","5","11","5","1","3","0","0","7","12","5","6"
"2007","Venezuela","Argentina","0","2","0","0","3","0","7","5","3","1","0","0","9","6","0","3"
"2007","Bolivia","Colombia","0","0","0","0","5","2","8","2","1","2","1","0","5","7","2","5"
"2007","Chile","Peru","2","0","0","0","3","2","8","5","3","5","0","0","10","18","2","3"
"2007","Paraguay","Uruguay","1","0","0","0","2","2","4","2","2","2","0","0","6","8","2","2"
"2007","Brazil","Ecuador","5","0","0","0","2","1","11","2","0","2","0","0","5","11","1","2"
"2007","Argentina","Bolivia","3","0","0","0","6","2","10","6","0","3","0","0","8","19","2","6"
"2007","Colombia","Venezuela","1","0","0","0","4","2","15","4","1","2","0","0","4","11","2","4"
"2007","Paraguay","Ecuador","5","1","0","0","3","2","8","5","0","1","0","0","3","6","2","3"
"2007","Uruguay","Chile","2","2","0","0","4","4","11","4","4","4","0","0","9","10","4","4"
"2007","Peru","Brazil","1","1","0","0","2","5","6","9","4","1","0","0","12","9","5","2"
"2007","Colombia","Argentina","2","1","0","0","1","3","4","5","5","3","0","1","13","7","3","1"
"2007","Ecuador","Peru","5","1","0","0","3","0","7","0","1","4","0","0","2","13","0","3"
"2007","Brazil","Uruguay","2","1","0","0","1","8","2","11","0","4","0","0","8","6","8","1"
"2007","Chile","Paraguay","0","3","0","0","5","2","7","2","1","4","0","0","15","14","2","5"
"2008","Uruguay","Venezuela","1","1","0","0","6","6","15","10","0","0","0","0","21","15","5","5"
"2008","Peru","Colombia","1","1","0","0","3","5","7","7","3","1","0","0","13","12","4","2"
"2008","Paraguay","Brazil","2","0","0","0","4","1","6","1","2","1","1","0","14","7","1","2"
"2008","Argentina","Ecuador","1","1","0","0","5","1","12","1","1","3","0","0","6","19","0","4"
"2008","Bolivia","Chile","0","2","0","0","2","3","9","9","1","2","0","0","9","8","1","2"
"2008","Uruguay","Peru","6","0","0","0","10","0","17","3","1","4","0","1","13","17","0","4"
"2008","Bolivia","Paraguay","4","2","0","0","4","3","6","3","1","1","0","0","8","5","1","0"
"2008","Ecuador","Colombia","0","0","0","0","2","1","8","6","2","3","0","0","13","6","1","2"
"2008","Brazil","Argentina","0","0","0","0","3","3","3","4","2","4","0","0","25","20","3","3"
"2008","Venezuela","Chile","2","3","0","0","6","6","6","8","2","2","0","0","9","8","3","4"
"2008","Argentina","Paraguay","1","1","0","0","4","3","6","3","2","3","1","0","15","24","3","4"
"2008","Ecuador","Bolivia","3","1","0","0","5","3","11","5","3","1","0","1","4","11","2","2"
"2008","Colombia","Uruguay","0","1","0","0","4","1","8","4","0","3","0","0","9","15","0","4"
"2008","Peru","Venezuela","1","0","0","0","6","1","11","4","2","1","0","0","18","10","1","5"
"2008","Chile","Brazil","0","3","0","0","2","5","6","6","4","5","1","1","11","12","2","2"
"2008","Paraguay","Venezuela","2","0","0","0","6","0","10","5","3","2","0","0","7","12","0","4"
"2008","Uruguay","Ecuador","0","0","0","0","3","2","5","2","1","4","0","0","10","15","2","3"
"2008","Chile","Colombia","4","0","0","0","8","1","8","6","1","2","0","0","6","8","1","4"
"2008","Brazil","Bolivia","0","0","0","0","2","3","5","4","4","2","0","1","16","14","3","2"
"2008","Peru","Argentina","1","1","0","0","4","1","6","4","5","4","0","0","25","21","0","3"
"2008","Bolivia","Peru","3","0","0","0","7","2","12","5","3","2","0","0","6","13","2","4"
"2008","Argentina","Uruguay","2","1","0","0","4","1","9","2","5","5","0","0","21","23","0","2"
"2008","Colombia","Paraguay","0","1","0","0","3","3","9","3","1","2","0","0","7","6","2","3"
"2008","Venezuela","Brazil","0","4","0","0","4","6","7","10","1","1","0","0","8","7","2","4"
"2008","Ecuador","Chile","1","0","0","0","5","0","13","0","4","3","1","1","9","15","0","4"
"2008","Bolivia","Uruguay","2","2","0","0","6","5","9","7","1","3","0","0","11","15","3","4"
"2008","Paraguay","Peru","1","0","0","0","4","1","6","3","2","5","0","0","10","12","1","3"
"2008","Chile","Argentina","1","0","0","0","5","2","9","4","3","2","0","0","22","21","2","4"
"2008","Brazil","Colombia","0","0","0","0","3","0","5","8","0","3","0","0","7","10","0","3"
"2009","Uruguay","Paraguay","2","0","0","0","4","2","8","10","1","3","0","0","6","10","2","2"
